path;Gallica[url];IIIF[url];Classe[tag];ARK[text]
Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_39.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:73.42,67.65,5.41,10.15/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_40.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:34.73,4.58,52.34,4.73/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_41.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:19.87,18.73,14.54,58.5/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_42.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:86.91,7.26,6.3,56.5/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_43.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:18.42,77.43,75.61,9.15/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_44.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:20.03,5.16,14.86,13.52/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_45.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:78.92,64.28,14.14,13.52/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_46.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:27.21,66.84,38.57,10.68/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_47.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:21.82,67.33,5.31,10.14/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_48.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:66.02,18.74,15.06,58.36/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_49.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:14.73,4.48,52.01,4.59/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_50.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:5.72,77.2,75.6,9.98/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_51.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:6.84,5.55,7.49,58.62/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_52.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:6.52,63.91,15.62,13.72/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_53.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:66.43,5.13,14.57,13.83/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_54.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:0.0,64.82,1.77,14.52/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_55.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:0.0,79.23,1.93,9.29/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_253_num_NP-Vignette_56.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f253.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f253/pct:24.39,66.26,39.15,10.84/max/0/default.jpg;Vignette;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_253_num_NP-Ornement_57.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f253.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f253/pct:19.41,67.38,5.3,10.3/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_253_num_NP-Ornement_58.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f253.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f253/pct:11.66,4.86,52.28,4.54/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_253_num_NP-Ornement_59.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f253.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f253/pct:64.19,18.85,14.52,58.14/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_253_num_NP-Ornement_60.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f253.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f253/pct:3.75,77.2,76.51,9.29/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_253_num_NP-Vignette_61.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f253.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f253/pct:64.11,5.13,14.68,13.67/max/0/default.jpg;Vignette;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_253_num_NP-Vignette_62.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f253.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f253/pct:4.24,63.59,15.36,14.21/max/0/default.jpg;Vignette;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_253_num_NP-Ornement_63.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f253.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f253/pct:4.24,5.82,7.51,57.85/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_39_num_NP-Ornement_64.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f39.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f39/pct:25.48,66.79,39.4,10.16/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_39_num_NP-Ornement_65.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f39.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f39/pct:20.45,67.07,5.53,10.11/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_39_num_NP-Ornement_66.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f39.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f39/pct:11.15,3.75,53.48,4.67/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_39_num_NP-Vignette_67.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f39.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f39/pct:64.38,18.04,15.93,14.51/max/0/default.jpg;Vignette;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_39_num_NP-Vignette_68.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f39.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f39/pct:64.21,32.72,16.35,14.51/max/0/default.jpg;Vignette;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_39_num_NP-Vignette_69.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f39.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f39/pct:64.46,47.39,15.93,14.57/max/0/default.jpg;Vignette;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_39_num_NP-Ornement_70.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f39.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f39/pct:64.88,61.85,15.67,14.78/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_39_num_NP-Ornement_71.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f39.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f39/pct:4.78,4.73,6.37,60.49/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_39_num_NP-Ornement_72.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f39.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f39/pct:5.28,63.59,15.34,13.64/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_39_num_NP-Ornement_73.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f39.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f39/pct:64.46,3.32,15.51,14.84/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_39_num_NP-Ornement_74.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f39.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f39/pct:4.02,76.96,77.45,8.91/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_29_num_NP-Ornement_75.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f29.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f29/pct:25.4,66.85,39.98,10.33/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_29_num_NP-Ornement_76.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f29.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f29/pct:11.06,3.7,53.81,4.73/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_29_num_NP-Ornement_77.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f29.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f29/pct:65.13,18.42,15.34,58.7/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_29_num_NP-Ornement_78.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f29.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f29/pct:20.79,67.17,4.95,10.05/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_29_num_NP-Ornement_79.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f29.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f29/pct:4.78,7.07,6.37,56.2/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_29_num_NP-Ornement_80.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f29.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f29/pct:5.53,63.64,15.59,13.86/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
Ces_presentes_Heures_a_lusaige_de_view_29_num_NP-Ornement_81.jpg;https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f29.item;https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f29/pct:6.37,77.07,74.52,8.26/max/0/default.jpg;Ornement;ark:/12148/bpt6k1519350c
