ARK,Vue,Image_filename,Annotation_filename,Category_name,Gallica,IIIF,Confidence
ark:/12148/bpt6k70184j,41,Ars_memorativa_Gulielmi_Leporei_avallonensis_view_41_num_20_jpg.rf.f4c5b6d39e8fb683554c004d70d2fc2a.jpg,bpt6k70184j/Ars_memorativa_Gulielmi_Leporei_avallonensis_view_41_num_20-Lettrine_18.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/bpt6k70184j/f41.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k70184j/f41/pct:54.17,71.09,28.59,16.69/max/0/default.jpg",1.0
ark:/12148/bpt6k70184j,41,Ars_memorativa_Gulielmi_Leporei_avallonensis_view_41_num_20_jpg.rf.f4c5b6d39e8fb683554c004d70d2fc2a.jpg,bpt6k70184j/Ars_memorativa_Gulielmi_Leporei_avallonensis_view_41_num_20-Lettrine_19.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/bpt6k70184j/f41.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k70184j/f41/pct:24.38,8.44,27.78,19.9/max/0/default.jpg",1.0
ark:/12148/bpt6k70184j,41,Ars_memorativa_Gulielmi_Leporei_avallonensis_view_41_num_20_jpg.rf.f4c5b6d39e8fb683554c004d70d2fc2a.jpg,bpt6k70184j/Ars_memorativa_Gulielmi_Leporei_avallonensis_view_41_num_20-Lettrine_20.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/bpt6k70184j/f41.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k70184j/f41/pct:52.7,8.21,27.39,19.78/max/0/default.jpg",1.0
ark:/12148/bpt6k70184j,41,Ars_memorativa_Gulielmi_Leporei_avallonensis_view_41_num_20_jpg.rf.f4c5b6d39e8fb683554c004d70d2fc2a.jpg,bpt6k70184j/Ars_memorativa_Gulielmi_Leporei_avallonensis_view_41_num_20-Lettrine_21.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/bpt6k70184j/f41.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k70184j/f41/pct:26.39,70.98,27.78,18.64/max/0/default.jpg",1.0
ark:/12148/bpt6k70184j,41,Ars_memorativa_Gulielmi_Leporei_avallonensis_view_41_num_20_jpg.rf.f4c5b6d39e8fb683554c004d70d2fc2a.jpg,bpt6k70184j/Ars_memorativa_Gulielmi_Leporei_avallonensis_view_41_num_20-Lettrine_22.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/bpt6k70184j/f41.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k70184j/f41/pct:53.16,28.45,28.01,20.3/max/0/default.jpg",1.0
ark:/12148/bpt6k70184j,41,Ars_memorativa_Gulielmi_Leporei_avallonensis_view_41_num_20_jpg.rf.f4c5b6d39e8fb683554c004d70d2fc2a.jpg,bpt6k70184j/Ars_memorativa_Gulielmi_Leporei_avallonensis_view_41_num_20-Lettrine_23.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/bpt6k70184j/f41.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k70184j/f41/pct:53.16,49.6,27.55,20.13/max/0/default.jpg",1.0
ark:/12148/btv1b86000632,67,Guy_de_Warvich_chevalier_dAngleterre_qui_view_67_num_28r_jpg.rf.59d2505b9b0451291c8d63e63d2cc4ce.jpg,btv1b86000632/Guy_de_Warvich_chevalier_dAngleterre_qui_view_67_num_28r-Lettrine_24.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/btv1b86000632/f67.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/btv1b86000632/f67/pct:47.95,5.99,11.57,8.66/max/0/default.jpg",1.0
ark:/12148/btv1b86000632,152,Guy_de_Warvich_chevalier_dAngleterre_qui_view_152_num_70v_jpg.rf.6f220240cbe053d0d5fb6dd25b076eef.jpg,btv1b86000632/Guy_de_Warvich_chevalier_dAngleterre_qui_view_152_num_70v-Lettrine_25.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/btv1b86000632/f152.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/btv1b86000632/f152/pct:52.23,36.63,16.74,11.71/max/0/default.jpg",1.0
ark:/12148/btv1b86000632,64,Guy_de_Warvich_chevalier_dAngleterre_qui_view_64_num_26v_jpg.rf.e6c0b3e3874afe4ff011685b290d6a9c.jpg,btv1b86000632/Guy_de_Warvich_chevalier_dAngleterre_qui_view_64_num_26v-Lettrine_26.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/btv1b86000632/f64.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/btv1b86000632/f64/pct:15.41,14.55,10.95,7.43/max/0/default.jpg",1.0
ark:/12148/btv1b86000632,78,Guy_de_Warvich_chevalier_dAngleterre_qui_view_78_num_33v_jpg.rf.05c3ede50b983772f5e1dfe984d98806.jpg,btv1b86000632/Guy_de_Warvich_chevalier_dAngleterre_qui_view_78_num_33v-Lettrine_27.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/btv1b86000632/f78.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/btv1b86000632/f78/pct:12.77,62.59,11.35,7.83/max/0/default.jpg",1.0
ark:/12148/btv1b86000632,142,Guy_de_Warvich_chevalier_dAngleterre_qui_view_142_num_65v_jpg.rf.b839ff71512b77c0037bc3e29dd845b1.jpg,btv1b86000632/Guy_de_Warvich_chevalier_dAngleterre_qui_view_142_num_65v-Lettrine_28.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/btv1b86000632/f142.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/btv1b86000632/f142/pct:51.32,18.64,11.07,7.82/max/0/default.jpg",1.0
ark:/12148/bpt6k3163114,5,Guillermi_Le_Rouille_Justicie_atque_injusticie_view_5_num_NP_jpg.rf.f5698735595c78bbb25ce7aaf6f6306f.jpg,bpt6k3163114/Guillermi_Le_Rouille_Justicie_atque_injusticie_view_5_num_NP-Vignette_29.jpg,Vignette,https://gallica.bnf.fr/ark:/12148/bpt6k3163114/f5.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k3163114/f5/pct:13.11,5.5,72.52,84.51/max/0/default.jpg",1.0
ark:/12148/bpt6k3163114,74,Guillermi_Le_Rouille_Justicie_atque_injusticie_view_74_num_XXIXv_jpg.rf.7250dd5504d69089a835ce203aeb1e96.jpg,bpt6k3163114/Guillermi_Le_Rouille_Justicie_atque_injusticie_view_74_num_XXIXv-Vignette_30.jpg,Vignette,https://gallica.bnf.fr/ark:/12148/bpt6k3163114/f74.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k3163114/f74/pct:39.34,64.06,21.8,24.71/max/0/default.jpg",1.0
ark:/12148/bpt6k994500n,53,Grammaticae_institutionis_libri_quatuor__latine_view_53_num_d3r_jpg.rf.65bba54bfd348b27c59cf7491ccc2583.jpg,bpt6k994500n/Grammaticae_institutionis_libri_quatuor__latine_view_53_num_d3r-Lettrine_31.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/bpt6k994500n/f53.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k994500n/f53/pct:8.85,16.43,21.54,11.36/max/0/default.jpg",1.0
ark:/12148/btv1b86000632,75,Guy_de_Warvich_chevalier_dAngleterre_qui_view_75_num_32r_jpg.rf.ae20824e3b0c948a5414b633c4ae234c.jpg,btv1b86000632/Guy_de_Warvich_chevalier_dAngleterre_qui_view_75_num_32r-Ornement_32.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/btv1b86000632/f75.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/btv1b86000632/f75/pct:56.04,30.72,29.75,7.18/max/0/default.jpg",1.0
ark:/12148/btv1b86000632,75,Guy_de_Warvich_chevalier_dAngleterre_qui_view_75_num_32r_jpg.rf.ae20824e3b0c948a5414b633c4ae234c.jpg,btv1b86000632/Guy_de_Warvich_chevalier_dAngleterre_qui_view_75_num_32r-Ornement_33.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/btv1b86000632/f75.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/btv1b86000632/f75/pct:50.31,6.04,5.5,31.79/max/0/default.jpg",1.0
ark:/12148/btv1b86000632,75,Guy_de_Warvich_chevalier_dAngleterre_qui_view_75_num_32r_jpg.rf.ae20824e3b0c948a5414b633c4ae234c.jpg,btv1b86000632/Guy_de_Warvich_chevalier_dAngleterre_qui_view_75_num_32r-Vignette_34.jpg,Vignette,https://gallica.bnf.fr/ark:/12148/btv1b86000632/f75.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/btv1b86000632/f75/pct:56.11,8.19,31.06,22.73/max/0/default.jpg",1.0
ark:/12148/btv1b86000632,75,Guy_de_Warvich_chevalier_dAngleterre_qui_view_75_num_32r_jpg.rf.ae20824e3b0c948a5414b633c4ae234c.jpg,btv1b86000632/Guy_de_Warvich_chevalier_dAngleterre_qui_view_75_num_32r-Ornement_35.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/btv1b86000632/f75.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/btv1b86000632/f75/pct:56.11,5.49,30.89,2.94/max/0/default.jpg",1.0
ark:/12148/btv1b86000632,75,Guy_de_Warvich_chevalier_dAngleterre_qui_view_75_num_32r_jpg.rf.ae20824e3b0c948a5414b633c4ae234c.jpg,btv1b86000632/Guy_de_Warvich_chevalier_dAngleterre_qui_view_75_num_32r-Lettrine_36.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/btv1b86000632/f75.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/btv1b86000632/f75/pct:50.1,38.51,11.08,8.06/max/0/default.jpg",1.0
ark:/12148/btv1b86000632,75,Guy_de_Warvich_chevalier_dAngleterre_qui_view_75_num_32r_jpg.rf.ae20824e3b0c948a5414b633c4ae234c.jpg,btv1b86000632/Guy_de_Warvich_chevalier_dAngleterre_qui_view_75_num_32r-Lettrine_37.jpg,Lettrine,https://gallica.bnf.fr/ark:/12148/btv1b86000632/f75.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/btv1b86000632/f75/pct:49.76,80.92,11.17,7.83/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,280,Ces_presentes_Heures_a_lusaige_de_view_280_num_NP_jpg.rf.fef3d4479254fd0dd52976dd30609de0.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_38.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:34.25,67.23,39.1,10.42/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,280,Ces_presentes_Heures_a_lusaige_de_view_280_num_NP_jpg.rf.fef3d4479254fd0dd52976dd30609de0.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_39.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:73.42,67.65,5.41,10.15/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,280,Ces_presentes_Heures_a_lusaige_de_view_280_num_NP_jpg.rf.fef3d4479254fd0dd52976dd30609de0.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_40.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:34.73,4.58,52.34,4.73/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,280,Ces_presentes_Heures_a_lusaige_de_view_280_num_NP_jpg.rf.fef3d4479254fd0dd52976dd30609de0.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_41.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:19.87,18.73,14.54,58.5/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,280,Ces_presentes_Heures_a_lusaige_de_view_280_num_NP_jpg.rf.fef3d4479254fd0dd52976dd30609de0.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_42.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:86.91,7.26,6.3,56.5/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,280,Ces_presentes_Heures_a_lusaige_de_view_280_num_NP_jpg.rf.fef3d4479254fd0dd52976dd30609de0.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_43.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:18.42,77.43,75.61,9.15/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,280,Ces_presentes_Heures_a_lusaige_de_view_280_num_NP_jpg.rf.fef3d4479254fd0dd52976dd30609de0.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_44.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:20.03,5.16,14.86,13.52/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,280,Ces_presentes_Heures_a_lusaige_de_view_280_num_NP_jpg.rf.fef3d4479254fd0dd52976dd30609de0.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_280_num_NP-Ornement_45.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f280.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f280/pct:78.92,64.28,14.14,13.52/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,275,Ces_presentes_Heures_a_lusaige_de_view_275_num_NP_jpg.rf.61b12a7d53a91a29cae9108c1d5af11b.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_46.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:27.21,66.84,38.57,10.68/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,275,Ces_presentes_Heures_a_lusaige_de_view_275_num_NP_jpg.rf.61b12a7d53a91a29cae9108c1d5af11b.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_47.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:21.82,67.33,5.31,10.14/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,275,Ces_presentes_Heures_a_lusaige_de_view_275_num_NP_jpg.rf.61b12a7d53a91a29cae9108c1d5af11b.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_48.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:66.02,18.74,15.06,58.36/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,275,Ces_presentes_Heures_a_lusaige_de_view_275_num_NP_jpg.rf.61b12a7d53a91a29cae9108c1d5af11b.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_49.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:14.73,4.48,52.01,4.59/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,275,Ces_presentes_Heures_a_lusaige_de_view_275_num_NP_jpg.rf.61b12a7d53a91a29cae9108c1d5af11b.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_50.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:5.72,77.2,75.6,9.98/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,275,Ces_presentes_Heures_a_lusaige_de_view_275_num_NP_jpg.rf.61b12a7d53a91a29cae9108c1d5af11b.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_51.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:6.84,5.55,7.49,58.62/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,275,Ces_presentes_Heures_a_lusaige_de_view_275_num_NP_jpg.rf.61b12a7d53a91a29cae9108c1d5af11b.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_52.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:6.52,63.91,15.62,13.72/max/0/default.jpg",1.0
ark:/12148/bpt6k1519350c,275,Ces_presentes_Heures_a_lusaige_de_view_275_num_NP_jpg.rf.61b12a7d53a91a29cae9108c1d5af11b.jpg,bpt6k1519350c/Ces_presentes_Heures_a_lusaige_de_view_275_num_NP-Ornement_53.jpg,Ornement,https://gallica.bnf.fr/ark:/12148/bpt6k1519350c/f275.item,"https://openapi.bnf.fr/iiif/image/v3/ark:/12148/bpt6k1519350c/f275/pct:66.43,5.13,14.57,13.83/max/0/default.jpg",1.0
